16
-9663445807941, -13798982210145, 1740961302195, -2886839571401, -2955662525077, -4064819148657, -8811587428637, -1283233736537, -6781706729189, 7216669631103, -2111692453357, -24429671572457, -11395588149, 3170753506159, 12127984678979, -14522146036089
-3479291274639, 14058805266461, -845366066599, -3165205531163, -11720238698367, -13901759034131, 992238415593, -8443604775115, 2040413607825, 3967229890237, 20420460024953, 17916169645445, 1352245256097, 3231351119245, 17990240846601, 5476607893717
14219552035221, -3479291274639, 14058805266461, -845366066599, -3165205531163, -11720238698367, -13901759034131, 992238415593, -8443604775115, 2040413607825, 3967229890237, 20420460024953, 17916169645445, 1352245256097, 3231351119245, 17990240846601
-14584979547031, 1073810632373, -8155868348143, -2312943306179, 10581543901689, 22754995340549, 9731443958049, 13794840297741, -12631683407735, -9137312026539, -5441758957007, 6329319171293, 7852547915801, 9206975545509, -4596245248959, -13596748778067
-14238947459046, 20137933711122, -9888647131478, -11976050918814, -6965893929030, -14658427369934, 12578337148746, -4122513031550, -7798432568998, -20608862275758, -8397608273430, -2792117672798, 8622195696890, 4382218295922, 20098122002058, -12417755525950
9727613048575, 19050814792851, -3065765239657, -19606640853429, 412241471471, -9175569974589, -12351279646969, -19378463262725, -6104104708129, 8709242569715, 2419976061047, -19386688971605, 926262695631, -11109851549661, 6211532779751, -16895751775141
-539482566468, -1104541890548, -21264607120100, 3926497297644, 24917637603452, 8549060918476, -173270750500, 4897898358700, 11516339301436, 16658973375884, 2209158560924, 7838179341932, 4798804734972, 8714381920844, -17194382382500, -24171740745428
9475422943642, 9055251571346, -8461967072214, -17790363672094, -22479308342982, -3025161422414, 13150387649738, 3201008033282, -15766564908326, 10831334253266, 2622940118890, -554028565470, 86070519418, -13420738724366, 16915393825802, -2637010609086
6629469455982, -14778430025514, 19033391820574, -31153254251578, -8049553621170, 17951743674422, -6109366451458, 12405066398246, 775385327150, 3717906732438, -3949888899874, -6188449712506, 5046061669134, 13421000431862, 13096600216766, 2903739619558
-6176195921183, -2285555927091, -2088051019703, 22213963343125, -17287224334351, 3093269104541, -6291094500391, -4126904549019, -5941075945983, 9403437712493, -1816922271639, 8812556882613, -4212409559791, 12807600422461, -29642123227655, 7650025203973
4421553978578, -80571739798, 17371847878178, -17580128466822, 20786652461042, 2691271507466, -15610868701630, -16410133801446, 10168821056786, 11040205690026, -11151421716382, 8525402529210, -20454716111822, -7008559680182, 11609106885762, 5691389820762
-1706168730234, 6121175094798, -5710584514570, -14703884953666, 14364249411558, -1619084695314, 12616242512214, 3568668120478, 9567163852870, 19220677200334, 16135707836598, -18773444587138, 18557409928870, 12436981618862, 11882103690774, 1717596318558
33923607635369, -12962594889995, -19032744588207, 13949447898237, 17644244514617, 6191751739717, -4300389228447, -11954081386675, -7644739087927, -910090442603, 11372301772145, 8790206199581, -5073629510311, -10512697148187, -15970354517119, 4543495629805
-15672098465302, 7896692524194, -15786458282758, 5065192094322, 16064401297034, -2174621455166, -5524506273126, 15489168158610, 16686421437738, 1680272307938, -22036330255814, -1366613829966, -7639521929782, -4679613676798, -9074241498150, 15014739660754
-22346675500430, -9952251732342, -11263621006142, -7458951009638, -27720975827054, 25445126978858, -5804229736734, 5173596764730, 14094809196210, 15524742276554, 719352828674, 13866047431642, 1195751170002, 2050074605674, 25252754882850, -4526926395526
9888647131478, 11976050918814, 6965893929030, 14658427369934, -12578337148746, 4122513031550, 7798432568998, 20608862275758, 8397608273430, 2792117672798, -8622195696890, -4382218295922, -20098122002058, 12417755525950, -2679504927386, -1041739452306

0, 11, 277363943098, 11718085204285, 49720483695876, 102626409374399, 25707281917278, 25979478236433, 137139456763464, 148267022728371, 127911637363266, 65633894156837, 233987836661708, 262259097190887, 159894566279526, 156526639281273
